cid	SMILES	Binding_Modes
EFP	CC(=O)NC1CC(C1)n2cc(nc2)NC(=O)Cc3ccc(cc3)OC	I1/2
LZ7	CC(=O)Nc1c[nH]nc1C(=O)Nc2ccc(cc2)F	I1/2
FMD	CC(C(C(C#Cc1c(ccc2c1C(=Cc3c(cc[nH]3)OC)C(=O)N2)F)O)N)O	I1/2
6AE	CC(C(C)O)Nc1ccnc(n1)Nc2ccc(cc2)S(=O)(=O)N	I1/2
6AF	CC(C(C)Oc1c(cnc(n1)Nc2ccc(cc2)S(=N)(=O)C3CC3)Br)O	I1/2
R0N	CC(C(C)Oc1c(cnc(n1)Nc2ccc(cc2)[S+2](C3CC3)(N)O)C(F)(F)F)O	I1/2
3P0	CC(C)(C#N)c1cc2c(c(c1)F)C(=O)N(CC2)c3cccc(c3CO)c4cc(c(=O)n(c4)C)Nc5ccc(cn5)N6CCN(CC6)C	I1/2
4C9	CC(C)(C)CC(C#N)C(=O)N1CCCC(C1)n2c3c(c(n2)c4ccc(cc4)Oc5ccccc5)c(ncn3)N	I1/2
GJJ	CC(C)(C)NC(=O)c1ccc(cc1)Nc2c(ccc(n2)N3CCC(C3)NC(=O)C=C)C(=O)N	I1/2
D23	CC(C)(C)Nc1c2cc(ccc2nc(n1)C(F)(F)F)c3cccc(c3)N	I1/2
7G7	CC(C)(C)c1cc2cnn(c(=O)c2c(c1)F)c3c(c(ccn3)c4cc(c(=O)n(n4)C)Nc5ccc(cn5)C6CCN(CC6)C)CO	I1/2
GMQ	CC(C)(C)c1cc2cnn(c(=O)c2c(c1)F)c3cccc(c3CO)c4cc(c(=O)n(n4)C)Nc5ccc(cn5)C(=O)N6CCOCC6	I1/2
GMW	CC(C)(C)c1cc2cnn(c(=O)c2c(c1)F)c3cccc-4c3CC(Cc5c4cc(c(=O)n5C)Nc6ccc(cn6)C(=O)N7CCOCC7)O	I1/2
4UQ	CC(C)(C)c1ccc(cc1)C(=O)NC2CCCN(C2)c3ccc(c(n3)Nc4ccc(cc4)C(=O)N5CCOCC5)C(=O)N	I1/2
481	CC(C)(C)c1ccc(cc1)C(=O)Nc2cccc(c2)c3cn4ccnc4c(n3)Nc5ccc(cc5)C(=O)N6CCN(CC6)C	I1/2
DTJ	CC(C)(C)c1ccc(cc1)C(=O)Nc2cccc(c2CO)c3cc(c(=O)n(n3)C)Nc4ccc(cn4)C(=O)N5CCOCC5	I1/2
18R	CC(C)(C)c1cccc(c1)NC(=O)c2cccc(c2)c3c4c(ncnc4n(n3)C5CCCN(C5)C(=O)C=C)N	I1/2
56H	CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)C3CCNCC3	I1/2
0J9	CC(C)(C)n1c2c(c(n1)c3cccc4c3cccc4)c(ncn2)N	I1/2
6MV	CC(C)(c1ccc2c(c1)[nH]c3c2c(ccc3C(=O)N)c4cccc(c4F)n5cnc6ccccc6c5=O)O	I1/2
OOV	CC(C)CC(C(=O)N(C)C)NC1CCC(CC1)n2cc(c3c2ncnc3N)c4ccc(cc4)Oc5ccccc5	I1/2
OOS	CC(C)CC(C(=O)N)NC1CCC(CC1)n2cc(c3c2ncnc3N)c4ccc(cc4)Oc5ccccc5	I1/2
OOU	CC(C)CC(C(=O)NC)NC1CCC(CC1)n2cc(c3c2ncnc3N)c4ccc(cc4)Oc5ccccc5	I1/2
OOQ	CC(C)CC(C(=O)O)NC1CCC(CC1)n2cc(c3c2ncnc3N)c4ccc(cc4)Oc5ccccc5	I1/2
EKT	CC(C)CCN1c2c(cnc(n2)Nc3cc(c(c(c3)F)O)F)N(C(=O)C1(C)C)C	I1/2
62K	CC(C)COC(=O)c1ccc2c(c1)C(=NNc3ccc(cc3)S(=O)(=O)N)C(=O)N2	I1/2
LZC	CC(C)Nc1cc(nc2n1ncc2C#N)NC3CCC(CC3)N	I1/2
5TF	CC(C)Nc1ccc2nnc(n2n1)C(C)c3c[nH]c4c3cccn4	I1/2
09Z	CC(C)Nc1nc(c(s1)C(=O)c2cccnc2)N	I1/2
6V5	CC(C)Oc1cc(ccc1NC(=O)c2csc(n2)c3cccc(c3)C(=O)Nc4ccccc4)C(=O)N5CCN(CC5)C	I1/2
VIN	CC(C)Oc1ccc-2c(c1)CCc3c2c4c(c5c3n(c6c5cccc6)CCO)C=NC4=O	I1/2
N69	CC(C)c1[nH]c2c(n1)c(nc(n2)N)OCC3CCCCC3	I1/2
3NV	CC(C)c1c(c([nH]n1)Cl)c2ccnc(n2)Nc3ccc(cn3)N4CCNCC4	I1/2
3NU	CC(C)c1c(c[nH]n1)c2ccnc(n2)NC3CCN(CC3)C	I1/2
PMU	CC(C)c1cc(nc(n1)N)c2cc(ccc2O)N3CC(C(C3)O)O	I1/2
E0S	CC(C)c1ccc2c(c1)c(=O)c3cc(c(nc3o2)N)C(=O)Nc4[nH]nnn4	I1/2
ANW	CC(C)c1ccc2c(c1)c(=O)c3cc(c(nc3o2)N)C(=O)O	I1/2
E0M	CC(C)c1ccc2c(c1)c(=O)c3cc(c(nc3o2)N)c4[nH]nnn4	I1/2
U73	CC(C)c1cnc(s1)NC(=O)Cc2cccnc2	I1/2
U32	CC(C)c1cnc(s1)Nc2ccc(cc2)S(=O)(=O)N	I1/2
NS9	CC(C)c1cnn2c1nc(cc2NCc3ccccc3)NC(CO)C(CO)O	I1/2
I73; I74	CC(C)c1cnn2c1nc(cc2NCc3ccccc3)NCC4CCNCC4O	I1/2
CT9	CC(C)c1cnn2c1nc(cc2Nc3ccc(cc3)S(=O)(=O)N(C)C)NC4CCC(CC4)N	I1/2
50E	CC(C)n1c(cc(n1)Nc2cc(ccn2)C(F)(F)F)C3CCNCC3	I1/2
9FS	CC(C)n1c(cc(n1)c2cc(c(nc2)N)C(F)(F)F)C3C4C3CN(C4)C5COC5	I1/2
9FV	CC(C)n1c(cc(n1)c2cc(c(nc2)N)C(F)(F)F)C3CCN(CC3)C4COC4	I1/2
VSH	CC(C)n1c2c(c(n1)c3ccc(c(c3)OC)NC(=O)OC(C)(C)C)c(ncn2)N	I1/2
0CE	CC(C)n1c2ccc(cc2c3c1c4c(c5c3C=NC5=O)-c6cn(nc6CC4)C)C7CCCCO7	I1/2
3I6	CC(CO)Nc1c(cnc(n1)Nc2ccc(cc2)S(=O)(=O)N)Br	I1/2
1RU	CC(c1c(ccc(c1Cl)F)Cl)Oc2c3c(cnc2N)c(co3)c4cnn(c4)C5CCNCC5	I1/2
DFQ	CC(c1c(ccc(c1Cl)F)Cl)Oc2ccc3c(c2)cc(cn3)C=CC(=O)NC	I1/2
W9Z	CC(c1ccc2c(c1)cccn2)c3nnc4n3nc(cc4)c5cnn(c5)C	I1/2
1YG	CC(c1ccccc1)C(=O)Nc2ncc(s2)SCc3ncc(o3)C(C)(C)C	I1/2
5T1	CC(c1nnc2n1cc(cc2F)c3cnn(c3)C)n4ccc5c(c4=O)cc(cn5)OCCOC	I1/2
RYU	CC1(c2ccccc2NC1=C3c4cc(ccc4NC3=O)S(=O)(=O)N5CCC(CC5)O)O	I1/2
3P6	CC12Cc3c(c(n[nH]3)C(=O)Nc4cnn(c4)C(c5ccccc5)C6CCCCS6(=O)=O)CC1C2(F)F	I1/2
1CD	CC1CC2CN1CCn3c(=O)c4cccc(c4[nH]3)-c5c(=O)[nH]c6cccc(c6n5)O2	I1/2
9AJ	CC1CN(CCN1c2ccc(nc2)Nc3cc(cn(c3=O)C)c4ccnc(c4CO)N5CCn6c(cc7c6CC(C7)(C)C)C5=O)C8COC8	I1/2
5JA	CC1Cc2c(c(n(n2)C)c3ccccc3)-c4c1cnc(n4)Nc5ccn(n5)CCN6CCN(CC6)CCOC	I1/2
7GB	CC=CC(=O)N1CCC(C1)n2c3c(c(ncn3)N)n(c2=O)c4ccc(cc4)Oc5ccccc5	I1/2
GJ7	CCC(=O)N1CC2CC1CN2c3ccc(c(n3)Oc4ccc(cc4)Oc5ccccc5)C(=O)N	I1/2
8E8	CCC(=O)N1CCCC(C1)n2c3c(c(n2)c4ccc(cc4)Oc5ccccc5)c(ncn3)N	I1/2
13J; 13L	CCC(=O)N1CCCC(C1)n2c3c(c(n2)c4cccc(c4)C(=O)Nc5ccc(cc5)C(C)C)c(ncn3)N	I1/2
GJD	CCC(=O)NC1CCN(C1)c2ncc(c(n2)N)C(=O)N	I1/2
7G9	CCC(=O)Nc1cccc(c1)Nc2c(cnc(n2)Nc3ccc(cc3)OCCOC)F	I1/2
7G8	CCC(=O)Nc1cccc(c1)Nc2c(cnc(n2)Nc3ccc(cc3)Oc4ccnc(c4)C(=O)NC)F	I1/2
KHD	CCC(=O)Nc1cccc(c1)Oc2ccnc(c2c3ccc(cc3)Oc4ccccc4)N	I1/2
8QT	CCC(C(C)O)Nc1nc(c2c(n1)n(cn2)C(C)C)NCc3cccnc3	I1/2
X14	CCC(C)(C)C1CCc2c(c(n[nH]2)C(=O)NCc3ccc(cc3)S(=O)(=O)N)C1	I1/2
X03	CCC(C)(C)C1CCc2c(c(n[nH]2)C(=O)NN)C1	I1/2
CK9	CCC(CO)Nc1nc(c2c(n1)n(cn2)C(C)C)NCc3ccccc3O	I1/2
404	CCC(CO)Nc1nc2c(c(n1)NCc3ccccc3)[nH]nc2C(C)C	I1/2
A28	CCCC(=O)Nc1c2cc(c(c(c2[nH]n1)F)F)c3ccccc3	I1/2
A07	CCCC(=O)Nc1c2cc(c(cc2[nH]n1)Cl)c3ccccc3	I1/2
A27	CCCC(=O)Nc1c2cc(c(cc2[nH]n1)c3ccc(cc3)O)c4ccccc4	I1/2
22Z	CCCCCCNc1cc(c(cc1[N+](=O)[O-])C(=O)N)NCc2cccnc2	I1/2
CKJ	CCCCNc1ncc2c(nn(c2n1)CC3CCC(CC3)N)c4ccc(cc4)F	I1/2
TV4	CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)Nc2cc(c(nc2)N)Br)F	I1/2
B0R	CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)Nc2cc3c([nH]nc3OC)nc2)F	I1/2
DFS	CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)Nc2cc3c(nc2)nc[nH]3)F	I1/2
032	CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)Cl)F	I1/2
6NB	CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)OCCOCCOCCOc5ccc(cc5)c6cc7c(c[nH]c7nc6)C(=O)c8c(ccc(c8F)NS(=O)(=O)CCC)F)F	I1/2
2VX	CCCS(=O)(=O)Nc1ccc(c(c1F)N(C)c2ccc3c(c2)c(=O)n(cn3)C)F	I1/2
RI8	CCCS(=O)(=O)Nc1ccc(c(c1F)NC(=O)c2csc3c2ncnc3N)F	I1/2
T1Q	CCCS(=O)(=O)Nc1ccc(c(c1F)c2cc3cnc(nc3n(c2=O)C)NCCCO)F	I1/2
6NC	CCC[S+2](Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)CNC(=O)COCC(=O)NCc5ccc(cc5)c6cc7c(c[nH]c7nc6)C(=O)c8c(ccc(c8F)N[S+2](CCC)(O)O)F)F)(O)O	I1/2
6N9	CCC[S+2](Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)OC)F)(O)O	I1/2
904	CCN(C)S(=O)(=O)Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4cnc(nc4)C5CC5)F	I1/2
P02	CCN(C)S(=O)(=O)Nc1cccc(c1F)c2c(sc(n2)C(C)(C)C)c3ccnc(n3)N	I1/2
AQG	CCN(CC)C(=O)c1ccc(cc1)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3	I1/2
3EH	CCN(CC)CCCOC(=O)Nc1cccc(c1)CN2C(=O)SCC(=N2)c3ccc(c(c3)OC)OC	I1/2
62E	CCN1CCC(CC1)CCNC(=O)Nc2nc3ccc(cc3s2)Sc4nnc5n4nc(cc5)c6cccs6	I1/2
6ZV	CCN1CCN(CC1)Cc2ccc(nc2)Nc3ncc(c(n3)c4cc5c(c(c4)F)nc(n5C(C)C)C)F	I1/2
2V3	CCN1CCN(CC1)c2ccc(nc2)Nc3cc(cn(c3=O)C)c4cccc(c4CO)n5ccc6cc(cc(c6c5=O)F)C7CC7	I1/2
OOO	CCOC(=O)C(CC(C)C)NC1CCC(CC1)n2cc(c3c2ncnc3N)c4ccc(cc4)Oc5ccccc5	I1/2
E0P	CCOC(=O)c1cc2c(=O)c3cc(ccc3oc2nc1N)C(C)C	I1/2
0V0	CCOc1cc(ccc1CN)OCC#Cc2ccc3ccncc3c2	I1/2
D05	CCc1c2c(=O)[nH]c(nc2n(n1)c3c(cc(cc3Cl)Cl)Cl)Cc4ccc(c(c4)O)O	I1/2
SCX	CCc1cnn2c1nc(cc2NCc3cnc(nc3)N)c4c(cccc4F)F	I1/2
6ZZ	CN(C)C(=O)c1cc2cnc(nc2n1C3CCCC3)Nc4ccc(cn4)N5CCNCC5	I1/2
7GJ	CN(C)C(=O)c1cccc(c1)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3	I1/2
0RS	CN(C)C1CCN(CC1)c2ccc3c(n2)nc([nH]3)C(=O)c4ccnc(c4)c5cncc6c5cccc6	I1/2
FAP; FCP	CN(C)CC(COc1ccc(cc1)Nc2cc(ncn2)Nc3c(cccc3F)F)O	I1/2
3FP	CN(C)CC(COc1ccc(cc1)Nc2cc(ncn2)Nc3cc(ccc3F)C(F)(F)F)O	I1/2
BWP; BYP	CN(C)CC(COc1ccc(cc1)Nc2ncc(c(n2)Nc3ccccc3)Br)O	I1/2
KLM	CN(C)CC(COc1ccc(cc1)Nc2ncc3c(n2)n(c(=O)c(=O)[nH]3)c4ccc5c(c4)CCC5)O	I1/2
FAL; FBL	CN(C)CC(COc1ccc(cc1)Nc2nccc(n2)Nc3cc(ccc3Cl)Cl)O	I1/2
2VV; 2VW	CN(C)CCC(c1ccccc1)n2cc(cn2)NC(=O)c3c4ccc(cc4[nH]n3)c5c[nH]nc5	I1/2
I1P	CN(C)CCCNS(=O)(=O)c1ccc(cc1)Nc2nccc(n2)c3cnc4n3nccc4	I1/2
D6I	CN(C)CCCOc1ccc(nc1)Nc2cc(ncn2)n3cnc4c3cccc4	I1/2
F8M	CN(C)CCCc1ccc2c(c1)c(=O)c3cc(c(nc3o2)N)C(=O)O	I1/2
48K	CN(C)CCNS(=O)(=O)c1ccc(cc1)NC=C2c3ccccc3NC2=O	I1/2
29Z	CN(C)Cc1ccc(cc1)C2CC2C(=O)Nc3nc4ccc(cc4s3)c5cccnc5	I1/2
631	CN(C)Cc1ccc(cc1)C=Cc2c3ccc(cc3n[nH]2)C4CC45c6cc(ccc6NC5=O)OC	I1/2
5XJ	CN(C)S(=O)(=O)Nc1ccc(c(c1F)Nc2c(cccn2)c3c4c(nc[nH]4)ncn3)F	I1/2
3E8	CN1CCC(CC1)COc2cnc(nc2)c3cccc(c3)Cn4c(=O)ccc(n4)c5cccc(c5)C#N	I1/2
VSG	CN1CCC(CC1)n2cc(c3c2ncnc3N)c4ccc(cc4)Oc5ccccc5	I1/2
4US	CN1CCN(CC1)C(=O)c2ccc3c(c2)[nH]c4c3c(ccc4C(=O)N)c5ccccc5Cl	I1/2
VSB; VSE	CN1CCN(CC1)C2CCC(CC2)n3cc(c4c3ncnc4N)c5ccc(cc5)Oc6ccccc6	I1/2
6Q1	CN1CCN(CC1)Cc2ccc(cc2)c3cn4c5c3cnc(n5)NCCCCC(=O)NCCC4	I1/2
0J3	CN1CCN(CC1)c2cc3c(cc(cc3NCc4cccc(c4)[N+](=O)[O-])C(F)(F)F)nc2	I1/2
IHX	CN1CCN(CC1)c2cnc3cc(cc(c3n2)c4cccc(c4)O)C(F)(F)F	I1/2
DVJ	CN1CCn2c(cc(n2)Nc3cc(n[nH]c3=O)c4cccc(c4CCO)NC(=O)c5cc6ccccc6s5)C1	I1/2
DVD	CN1CCn2c(cc(n2)Nc3cc(n[nH]c3=O)c4cccc(c4CO)NC(=O)c5cc6ccccc6s5)C1	I1/2
83P	CNC(=O)C1Cc2c3ccccc3[nH]c2CN1C(=O)c4c(cco4)CNc5ccc6c(c5)nccn6	I1/2
GS2	CNC(=O)c1c(cccc1F)Nc2c3cc[nH]c3nc(n2)Nc4cc5c(ccn5C(=O)CN(C)C)cc4OC	I1/2
LS2	CNS(=O)(=O)Cc1ccc(cc1)NN=C2c3c(ccc4c3scn4)NC2=O	I1/2
LS1	CNS(=O)(=O)c1ccc(cc1)NC=C2c3ccccc3NC2=O	I1/2
3SM	CNc1c2c(c3cc([nH]c3n1)c4cccc(n4)CNC(=O)COC)n(cn2)C	I1/2
7AV	CNc1nc(cs1)c2ccc3c(c2)CCN3C(=O)c4ccccc4OCc5ccc(cc5)Cl	I1/2
2KD	COC(=O)C(Cc1ccc(cc1)O)NC(=O)c2cc(c3cc(ccc3n2)c4cccc(c4)Cl)C(=O)O	I1/2
63B	COC(=O)Nc1[nH]c2cc(ccc2n1)Sc3nnc4n3nc(cc4)c5ccc(cc5)F	I1/2
X86	COCCCNc1cc(c(cc1[N+](=O)[O-])C(=O)N)NCc2cccnc2	I1/2
POX	COCCON=Cc1c(ncnc1Nc2ccc3c(c2)cnn3Cc4cccc(c4)F)N	I1/2
7Z0	COc1c2cc(cnc2[nH]n1)C#Cc3c(ccc(c3F)NS(=O)(=O)c4cccc(c4)Br)F	I1/2
BR2	COc1c2cc(cnc2[nH]n1)NC(=O)c3c(ccc(c3F)NS(=O)(=O)c4ccccc4)F	I1/2
X69	COc1cc(c(cc1[N+](=O)[O-])C(=O)N)NCc2cccnc2	I1/2
994	COc1cc(cc(c1OC)OC)Nc2ncnc(n2)c3cccnc3Nc4ccccc4	I1/2
47W	COc1cc(ccc1CN2CCNCC2)OCC#Cc3ccc4ccncc4c3	I1/2
B2D	COc1cc2c(c(ccn2)NCc3nnc4n3nc(cc4)c5ccccc5)nc1	I1/2
FPW	COc1cc2c(ccnc2cc1OC)Oc3ccc(nc3)NC(=O)c4cccn(c4=O)Cc5ccccc5	I1/2
LIA	COc1ccc(c(c1C(=O)c2cnc(nc2N)NC3CCN(CC3)S(=O)(=O)C)F)F	I1/2
56Z	COc1ccc(cc1)C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N	I1/2
EFQ	COc1ccc(cc1)CC(=O)Nc2cn(cn2)C3CC(C3)O	I1/2
6TD	COc1ccc(cc1)Cc2nnc3n2nc(s3)c4cc5ccccc5[nH]4	I1/2
1N3	COc1ccc(cc1)c2[nH]c3c(n2)c(c(cn3)Br)NCCCNC(=O)C4(CC4)CN	I1/2
L5G	COc1ccc2c(ccnc2c1)OCc3nnc4n3nc(cc4)c5ccccc5	I1/2
04Z	COc1cccc(c1)C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N	I1/2
X46	COc1cccc(c1)C(=O)c2c(nc(s2)Nc3ccccc3)N	I1/2
WI2	COc1cccc(c1)c2cnc(c(n2)N3CCC(CC3)C(=O)O)N	I1/2
CVQ	COc1cnccc1Nc2c(cnc(n2)c3c4ccccc4n(n3)Cc5c(cc(cc5F)OCCO)F)OC	I1/2
W32	CS(=O)(=O)CCNC(=O)C1=Cc2c(ncnc2Nc3ccc(c(c3)Cl)Oc4cccc(c4)C(F)(F)F)NCC1	I1/2
FMM	CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F	I1/2
2V1	CS(=O)(=O)c1ccc(cc1)C(=O)Nc2cccc(c2)c3cn4ccnc4c(n3)Nc5ccc(cc5)C(=O)N6CCOCC6	I1/2
CT7	CS(=O)(=O)c1ccc(cc1)Nc2cc(nc3n2ncc3)Cl	I1/2
5DF	CS(=O)(=O)c1ccc(cc1)c2cc(cnc2N)c3ccc(cc3)O	I1/2
XYW	CS(=O)(=O)c1cccc(c1)Nc2nccc(n2)c3c(nc(s3)N4CCOCC4)c5cccc(c5)NS(=O)(=O)c6c(cccc6F)F	I1/2
69C	CSc1c2c(c(s1)c3cc[nH]n3)CC(NC2=O)c4ccccc4	I1/2
PFY	Cc1c([nH]c(c1C(=O)N2CCCC2CN3CCCC3)C)C=C4c5cc(ccc5NC4=O)S(=O)(=O)Cc6c(cccc6Cl)Cl	I1/2
044	Cc1c(c(=O)n(n1CC(C)O)c2ccccc2)C(=O)Nc3ccc(c(c3)F)Oc4ccnc5c4ccc(c5)OC	I1/2
AM8	Cc1c(c([nH]c1C)C=C2c3cc(ccc3NC2=O)S(=O)(=O)N(C)c4cccc(c4)Cl)C	I1/2
2VL	Cc1c(cccc1NC(=O)c2cc3c(s2)CCCC3)c4cn(c(=O)c(n4)Nc5ccc(cc5)C6C(=O)N(CCN6C)C)C	I1/2
N42	Cc1c(cccc1NC(=O)c2ccc(cc2)C(C)(C)C)c3cc(c(=O)n(c3)C)Nc4ccc(c(c4)NC(=O)C=C)C(=O)N5CCOCC5	I1/2
BXM	Cc1c(cccc1NC(=O)c2ccc(cc2)C(C)(C)C)c3cc(c(=O)n(c3)C)Nc4ccc(cn4)C(=O)N5CCOCC5	I1/2
746	Cc1c(cccc1NC(=O)c2ccc(cc2)C(C)(C)C)c3cn(c(=O)c(n3)Nc4ccc(cc4)C(=O)N5CCOCC5)C	I1/2
9M3	Cc1c(cccc1NC(=O)c2ccc(cc2)C(C)(C)C)c3nc(nc(n3)Nc4ccc(cc4)C(=O)N5CCOCC5)N	I1/2
2P5	Cc1c(cccc1NC(=O)c2ccc(cc2)C(C)(C)C)c3nc4c(c(n3)Nc5ccc(cc5)C(=O)N6CCOCC6)[nH]cn4	I1/2
BXJ	Cc1c(cccc1NC(=O)c2ccc(cc2)N3CCCCC3)C4C=NC(=O)C(=N4)Nc5ccc(c(c5)N)C(=O)N6CCOCC6	I1/2
BNB	Cc1c(cccc1NC(=O)c2ccc(cc2)N3CCCCC3)c4cn(c(=O)c(n4)Nc5ccc(cc5)C(=O)N6CCN(CC6)C)C	I1/2
73T	Cc1c(cccc1n2c(=O)c3cccc(c3n(c2=O)C)F)c4c(cc(c5c4c6c([nH]5)CC(CC6)C(C)(C)O)C(=O)N)F	I1/2
2V2	Cc1c(cccc1n2cnc3cc(ccc3c2=O)C(C)(C)C)c4cc(c(=O)n(c4)C)NC(=O)NC	I1/2
HDU	Cc1c(n2ccccc2n1)c3ccnc(n3)NC(=O)C	I1/2
HDY	Cc1c(n2ccccc2n1)c3ccnc(n3)Nc4ccc(cc4)OCC(CN(C)C)O	I1/2
Y8L	Cc1c(sc(=O)n1C)c2ccnc(n2)Nc3ccc(cc3)N4CCNCC4	I1/2
CDK	Cc1c(sc(=O)n1C)c2ccnc(n2)Nc3ccc(cc3)S(=O)(=O)NCCOC	I1/2
D42	Cc1c(sc(n1)C)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)NN5CCN(CC5)C	I1/2
20K	Cc1c(sc(n1)C)c2ccnc(n2)Nc3ccc(c(c3)Cl)N(C)C	I1/2
19K	Cc1c(sc(n1)C)c2ccnc(n2)Nc3ccc(c(c3)[N+](=O)[O-])N(C)C	I1/2
CK5	Cc1c(sc(n1)C)c2ccnc(n2)Nc3cccc(c3)O	I1/2
16K	Cc1c(sc(n1)C)c2ccnc(n2)Nc3cccc(c3)[N+](=O)[O-]	I1/2
18K	Cc1c(sc(n1)N)c2ccnc(n2)Nc3ccc(cc3)N(C)C	I1/2
CK6	Cc1c(sc(n1)NC)c2ccnc(n2)Nc3ccc(cc3)O	I1/2
2BZ	Cc1c2c(n[nH]1)Nc3ccc(cc3C(=N2)c4ccccc4Cl)[N+](=O)[O-]	I1/2
MJG	Cc1cc(c(cc1Sc2cnc(s2)NC(=O)c3ccc(cc3)CNC(C)C(C)(C)C)C(=O)N4CCN(CC4)C(=O)C)OC	I1/2
4Z5	Cc1cc(c(cc1c2cc3cnc(nc3nc2C)NC)NC(=O)NCCC(C)(C)C)F	I1/2
7GL	Cc1cc(cc(c1)Nc2cc(c3ncc(n3n2)C(=O)N)NC)C	I1/2
6U7	Cc1cc(ccc1Nc2c3cc(c(cc3ncn2)OC)OC)Oc4ccccc4	I1/2
1CK	Cc1cc(n[nH]1)NC(=O)c2ccc(cc2)Br	I1/2
614	Cc1cc(n[nH]1)Nc2c3ccc(cc3c(=O)n(n2)C4CCOCC4)CN5CCN(CC5)C	I1/2
DY4	Cc1cc(nn1C)Nc2cc(n[nH]c2=O)c3ccc(c(c3F)NC(=O)c4cc5c(s4)CCCC5)F	I1/2
46G	Cc1cc(on1)c2cc(c3nnc(n3c2)C(C)(c4ccc5c(c4)cc(cn5)OC)F)F	I1/2
44X	Cc1cc(on1)c2cc(c3nnc(n3c2)C(C)c4ccc5c(c4)cc(cn5)OCCOC)F	I1/2
5SZ	Cc1cc(on1)c2cc(c3nnc(n3c2)C(C)n4ccc5c(c4=O)cccn5)F	I1/2
0JJ	Cc1cc(sn1)c2ccc3nnc(n3n2)CNc4ccnc5c4ncc(c5)OC	I1/2
0JL	Cc1cc(sn1)n2ccc3c(c2=O)n(nn3)C(C)c4ccc5c(c4)cc(cn5)OCCOC	I1/2
371	Cc1cc2c(=O)c(c(oc2c(c1)N3CCCS3(=O)=O)c4ccc(c(c4)O)O)O	I1/2
4L6	Cc1cc2cn[nH]c2cc1c3cccc4c3nnc(c4N)C(=O)N	I1/2
MFP; MFQ	Cc1ccc(c(c1)Br)N(CC#N)c2cc(ncn2)Nc3ccc(cc3)OCC(CN(C)C)O	I1/2
6XP	Cc1ccc(c2c1NC(=O)C2=NNC(=O)C(C)c3ccc(cc3)O)Cl	I1/2
P39	Cc1ccc(cc1Nc2c3c(c(cn3ncn2)C(=O)NC(C)c4ccccc4)C)NC(=O)c5cccc(c5)N6CCOCC6	I1/2
P38	Cc1ccc(cc1Nc2c3c(c(cn3ncn2)C(=O)NC(C)c4ccccc4)C)NC(=O)c5ccnc(c5)N6CCOCC6	I1/2
27D	Cc1cccc(n1)CC(=O)n2ccc3c2ccc(c3F)c4cn(c5c4c(ncn5)N)C	I1/2
816	Cc1cccc(n1)COc2ccc(cc2Cl)c3c4c(ncnc4n(n3)C5CCCN(C5)C(=O)C=C)N	I1/2
99Z	Cc1ccccc1C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N	I1/2
IAQ	Cc1ccccc1Nc2c3cncn3c4cc(c(cc4n2)F)N(C)C(=O)C=CCN(C)C	I1/2
5SC	Cc1ccccc1c2cc(n3c(n2)c(cn3)Br)NCc4ccc[n+](c4)[O-]	I1/2
4RV	Cc1ccncc1c2cccc3c2nnc(c3N)C(=O)N	I1/2
FLJ	Cc1cn2c(cnc2c(n1)Nc3ccc(cc3F)C(=O)N4CCOCC4)c5c[nH]nc5	I1/2
9X4	Cc1cnc(o1)C(C)(C)C#Cc2ccc3c(c2)-c4nc(c(n4C5CC3C5)C(=O)NC)C(=O)N	I1/2
3Z6	Cc1nc(c2c(cn(c2n1)C)c3ccc4c(c3)CCN4C(=O)Cc5cc(cc(c5)F)C(F)(F)F)N	I1/2
I19	Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(cc3)C(=O)N4CCC(C4)N(C)C)F	I1/2
IM9	Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(cc3)N4CCN(CC4)C(=O)CO	I1/2
FRT	Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(cc3)S(=O)(=O)NCCOC	I1/2
FRV	Cc1ncc(n1C2CC2)c3ccnc(n3)Nc4ccc(cc4)S(=O)(=O)NC	I1/2
